"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Henriques I.; Sadorsky P.","Henriques, Irene (6701586582); Sadorsky, Perry (6603166747)","6701586582; 6603166747","Do clean energy stocks diversify the risk of FinTech stocks? Connectedness and portfolio implications","2024","Global Finance Journal","62","","101019","","","","1","10.1016/j.gfj.2024.101019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199080418&doi=10.1016%2fj.gfj.2024.101019&partnerID=40&md5=31476b3aa78a38160f28f6d44616f720","Article","Final","","Scopus","2-s2.0-85199080418"
"Cesarone F.; Martino M.L.; Ricca F.; Scozzari A.","Cesarone, Francesco (14824623700); Martino, Manuel Luis (57351937000); Ricca, Federica (23028595000); Scozzari, Andrea (6601963179)","14824623700; 57351937000; 23028595000; 6601963179","Managing ESG ratings disagreement in sustainable portfolio selection","2024","Computers and Operations Research","170","","106766","","","","1","10.1016/j.cor.2024.106766","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198503439&doi=10.1016%2fj.cor.2024.106766&partnerID=40&md5=4ae23cff819952ddf13279d84e5c2090","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85198503439"
"Woschnack D.; Hiss S.; Nagel S.; Teufel B.","Woschnack, Daniela (57194603433); Hiss, Stefanie (34167882900); Nagel, Sebastian (57194594914); Teufel, Bernd (57194596971)","57194603433; 34167882900; 57194594914; 57194596971","Sustainability Disclosure and the Financialization of Social Sustainability","2024","Accounting, Economics and Law: A Convivium","14","3","","339","367","28","2","10.1515/ael-2018-0053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100031417&doi=10.1515%2fael-2018-0053&partnerID=40&md5=7bd187080171776b214664d751639289","Article","Final","","Scopus","2-s2.0-85100031417"
"Horn M.; Oehler A.","Horn, Matthias (57189574542); Oehler, Andreas (59058428500)","57189574542; 59058428500","Constructing stock portfolios by sorting on ESG ratings: Does the rating provider matter?","2024","International Review of Financial Analysis","96","","103568","","","","0","10.1016/j.irfa.2024.103568","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204441236&doi=10.1016%2fj.irfa.2024.103568&partnerID=40&md5=aa729c02f7b722312af807833ca1a50c","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85204441236"
"Liu Y.; Jin X.M.; Ly K.C.; Mai Y.","Liu, Yang (59204274600); Jin, Xiao Meng (57652931500); Ly, Kim Cuong (58708471700); Mai, Yong (55773967500)","59204274600; 57652931500; 58708471700; 55773967500","The relationship between heterogeneous institutional investors’ shareholdings and corporate ESG performance: Evidence from China","2024","Research in International Business and Finance","71","","102457","","","","0","10.1016/j.ribaf.2024.102457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197482719&doi=10.1016%2fj.ribaf.2024.102457&partnerID=40&md5=eceb992e889f7c8b434ce3308ab9bcbe","Article","Final","","Scopus","2-s2.0-85197482719"
"Rehman M.Z.; Nain M.Z.; Alhashim M.; Bhat J.A.","Rehman, Mohd Ziaur (57203897991); Nain, Md Zulquar (56282314800); Alhashim, Mohammed (57218576760); Bhat, Javed Ahmad (57201123419)","57203897991; 56282314800; 57218576760; 57201123419","Choice between Sustainable versus Conventional Investments—Relative Efficiency Analysis from Global and Regional Stock Markets","2024","Sustainability (Switzerland) ","16","13","5340","","","","0","10.3390/su16135340","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198327474&doi=10.3390%2fsu16135340&partnerID=40&md5=a3980057fdfb2a101dda6488b7152a5d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85198327474"
"Meehan D.; Corbet S.","Meehan, David (58870301300); Corbet, Shaen (56443822800)","58870301300; 56443822800","Comparing the resilience of socially responsible and SIN investment during the COVID-19 pandemic","2025","Research in International Business and Finance","73","","102537","","","","0","10.1016/j.ribaf.2024.102537","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203512423&doi=10.1016%2fj.ribaf.2024.102537&partnerID=40&md5=1398d668a360e4a04848906cf27d8627","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85203512423"
"Yousaf I.; Cui J.; Ali S.","Yousaf, Imran (57190343273); Cui, Jinxin (57220159553); Ali, Shoaib (55862945100)","57190343273; 57220159553; 55862945100","Dynamic spillover between green cryptocurrencies and stocks: A portfolio implication","2024","International Review of Economics and Finance","96","","103661","","","","0","10.1016/j.iref.2024.103661","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205317570&doi=10.1016%2fj.iref.2024.103661&partnerID=40&md5=24bf5644aeb442fd052efa1e8fe8a765","Article","Final","","Scopus","2-s2.0-85205317570"
"Billah M.; Hadhri S.; Shaik M.; Balli F.","Billah, Mabruk (57218000838); Hadhri, Sinda (57196438800); Shaik, Muneer (57197465032); Balli, Faruk (35178972500)","57218000838; 57196438800; 57197465032; 35178972500","Asymmetric connectedness and investment strategies between commodities and Islamic banks: Evidence from gulf cooperative council (GCC) markets","2024","Pacific Basin Finance Journal","86","","102406","","","","1","10.1016/j.pacfin.2024.102406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194555511&doi=10.1016%2fj.pacfin.2024.102406&partnerID=40&md5=4f9c765b73f6fd667bdb8fbc6f901da8","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85194555511"
"Lobre-Lebraty K.; Heimann M.","Lobre-Lebraty, Katia (55508993400); Heimann, Marco (55669782800)","55508993400; 55669782800","More than morals: a simulation that supports sustainable management education","2024","Management Decision","62","7","","2214","2232","18","0","10.1108/MD-06-2023-0979","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186228528&doi=10.1108%2fMD-06-2023-0979&partnerID=40&md5=c7ad69a35f7be9e037a1c6646533d7b1","Article","Final","","Scopus","2-s2.0-85186228528"
"Ahmadian-Yazdi F.; Roudari S.; Omidi V.; Mensi W.; Al-Yahyaee K.H.","Ahmadian-Yazdi, Farzaneh (57877749900); Roudari, Soheil (57468812600); Omidi, Vahid (57211280505); Mensi, Walid (55607222100); Al-Yahyaee, Khamis Hamed (35764315700)","57877749900; 57468812600; 57211280505; 55607222100; 35764315700","Contagion effect between fuel fossil energies and agricultural commodity markets and portfolio management implications","2024","International Review of Economics and Finance","95","","103492","","","","1","10.1016/j.iref.2024.103492","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200802256&doi=10.1016%2fj.iref.2024.103492&partnerID=40&md5=619c5aae34b7dd2fbbdcf643f1a0632d","Article","Final","","Scopus","2-s2.0-85200802256"
"Saci F.; Jasimuddin S.M.; Zhang J.Z.","Saci, Fateh (57197725537); Jasimuddin, Sajjad M. (57202559872); Zhang, Justin Zuopeng (57924154800)","57197725537; 57202559872; 57924154800","Does ESG performance affect the systemic risk sensitivity? Empirical evidence from Chinese listed companies","2024","Management of Environmental Quality","35","6","","1274","1294","20","4","10.1108/MEQ-02-2023-0060","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189135604&doi=10.1108%2fMEQ-02-2023-0060&partnerID=40&md5=37b22950fdcf346f31ceb52a0a840dc5","Article","Final","","Scopus","2-s2.0-85189135604"
"Beloskar V.D.; Nageswara Rao S.V.D.","Beloskar, Ved Dilip (57242516300); Nageswara Rao, S.V.D. (56576232900)","57242516300; 56576232900","Screening activity matters: Evidence from ESG portfolio performance from an emerging market","2024","International Journal of Finance and Economics","29","3","","2593","2619","26","3","10.1002/ijfe.2798","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148472329&doi=10.1002%2fijfe.2798&partnerID=40&md5=298204fbd9322afa363181c829d7a9cf","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85148472329"
"Segura L.C.; Naser A.; Abreu R.; Perez-Lopez J.A.","Segura, Liliane Cristina (56890929300); Naser, Abu (59194022700); Abreu, Rute (9735451800); Perez-Lopez, Jose Angel (56118284700)","56890929300; 59194022700; 9735451800; 56118284700","ESG Dimensions and Corporate Value: Insights for Sustainable Investments","2024","Sustainability (Switzerland)","16","17","7376","","","","0","10.3390/su16177376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203982051&doi=10.3390%2fsu16177376&partnerID=40&md5=89de63f0f544c8caf6708df4d602a28d","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85203982051"
"Kiran M.; Chughtai S.; Naeem M.A.","Kiran, Madiha (59241827200); Chughtai, Sumayya (57215928944); Naeem, Muhammad Abubakr (57200035580)","59241827200; 57215928944; 57200035580","Navigating greenwashing in the G8: Insights into family-owned firms, technology innovation, and economic policy uncertainty","2024","Research in International Business and Finance","71","","102481","","","","0","10.1016/j.ribaf.2024.102481","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200162238&doi=10.1016%2fj.ribaf.2024.102481&partnerID=40&md5=15d5d8db4ee6e1f0baa93bfc2d296208","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85200162238"
"Dreyer J.K.; Sund K.J.; Tatomir M.","Dreyer, Johannes K. (55752639900); Sund, Kristian J. (56608053700); Tatomir, Mirel (58174992700)","55752639900; 56608053700; 58174992700","Doing good in good times only? Uncertainty as contingency factor of warm-glow investment","2024","Research in International Business and Finance","71","","102446","","","","0","10.1016/j.ribaf.2024.102446","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85197533149&doi=10.1016%2fj.ribaf.2024.102446&partnerID=40&md5=e87c0c4956cec55d7b4e396c90a5247a","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85197533149"
"Joshipura M.; Mathur S.; Kedia N.","Joshipura, Mayank (56543291700); Mathur, Sachin (57200273994); Kedia, Nikita (57993990700)","56543291700; 57200273994; 57993990700","Sustainable investing and financing for sustainable development: A hybrid review","2024","Sustainable Development","32","5","","4469","4485","16","4","10.1002/sd.2912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183888013&doi=10.1002%2fsd.2912&partnerID=40&md5=c10dfe8b371c43df66de0acf1cd23287","Review","Final","","Scopus","2-s2.0-85183888013"
"Chung K.; Nguyen L.T.M.; Nguyen D.T.T.","Chung, Kyunghwa (57218456219); Nguyen, Lan Thi Mai (58728007700); Nguyen, Dung Thi Thuy (58825842000)","57218456219; 58728007700; 58825842000","Improving Hotels’ Operational Efficiency Through ESG Investment: A Risk Management Perspective","2024","Service Science","16","3","","172","183","11","5","10.1287/serv.2023.0080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85186449472&doi=10.1287%2fserv.2023.0080&partnerID=40&md5=ed3443ec46049ea1c7c510367390e929","Article","Final","","Scopus","2-s2.0-85186449472"
"Zhu B.; Feng J.; Sun C.; Wang Z.","Zhu, Bifeng (55234809500); Feng, Jing (57387105000); Sun, Chaoyang (57221260224); Wang, Zhekai (57221266991)","55234809500; 57387105000; 57221260224; 57221266991","Characteristics and affordability of American universities with a willingness to invest in sustainability","2024","Humanities and Social Sciences Communications","11","1","155","","","","0","10.1057/s41599-024-02638-w","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182858073&doi=10.1057%2fs41599-024-02638-w&partnerID=40&md5=7d32bee778eab78780c2a6692a115e9c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85182858073"
"Kantus V.A.M.; Rahmawati; Probohudono A.N.; Payamta; Dwianto A.","Kantus, Veronika A. M. (59347013900); Rahmawati (59337831200); Probohudono, Agung Nur (55621116200); Payamta (59347151000); Dwianto, Agus (57195054771)","59347013900; 59337831200; 55621116200; 59347151000; 57195054771","CSR Competition Indicators: How Relative CSR Performance Affects Analyst Recommendations in the Indonesian Market","2025","Journal of Ecohumanism","4","1","","26","49","23","0","10.62754/joe.v4i1.4091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205265810&doi=10.62754%2fjoe.v4i1.4091&partnerID=40&md5=473d8276facdd5414e9ca68748f68cdb","Article","Final","","Scopus","2-s2.0-85205265810"
"Brito-Ramos S.; Cortez M.C.; Silva F.","Brito-Ramos, Sofia (7102377689); Cortez, Maria Céu (14324375400); Silva, Florinda (34973575400)","7102377689; 14324375400; 34973575400","Do Sustainability Signals Diverge? An Analysis of Labeling Schemes for Socially Responsible Investments","2024","Business and Society","63","6","","1380","1425","45","1","10.1177/00076503231204613","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175430409&doi=10.1177%2f00076503231204613&partnerID=40&md5=e26beb9ad9f2054438ab2b73535224b4","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85175430409"
"Tsaban S.; Shavit T.","Tsaban, Shay (59355124100); Shavit, Tal (23111327900)","59355124100; 23111327900","The Agency Problem of the Modern Era – The Conflict Between Shareholders’ and Managers’ Motives to Invest in Happiness","2024","Journal of Happiness Studies","25","7","102","","","","0","10.1007/s10902-024-00810-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205734816&doi=10.1007%2fs10902-024-00810-2&partnerID=40&md5=5d30308276755ecacbd3f03a459d0e38","Article","Final","","Scopus","2-s2.0-85205734816"
"Millar J.; Mueller F.; Carter C.","Millar, John (57223973767); Mueller, Frank (55693740400); Carter, Chris (7403317721)","57223973767; 55693740400; 7403317721","Mediating ESG: Mapping individual responses to a changing field","2024","Critical Perspectives on Accounting","100","","102766","","","","0","10.1016/j.cpa.2024.102766","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204972217&doi=10.1016%2fj.cpa.2024.102766&partnerID=40&md5=27b47da615094fd49bdf4a37b9452c78","Article","Final","","Scopus","2-s2.0-85204972217"
"Edmans A.; Pu D.; Zhang C.; Li L.","Edmans, Alex (18633766100); Pu, Darcy (59230849400); Zhang, Chendi (23669393900); Li, Lucius (59229952800)","18633766100; 59230849400; 23669393900; 59229952800","Employee Satisfaction, Labor Market Flexibility, and Stock Returns Around the World","2024","Management Science","70","7","","4357","4380","23","7","10.1287/mnsc.2023.4889","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199327948&doi=10.1287%2fmnsc.2023.4889&partnerID=40&md5=9f91978aefa903b85bf5034e2c00bed7","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85199327948"
"Ali Q.; Rusgianto S.; Parveen S.; Yaacob H.; Zin R.M.","Ali, Qaisar (57210737759); Rusgianto, Sulistya (55776880200); Parveen, Shazia (56707017000); Yaacob, Hakimah (56884294700); Zin, Razali Mat (57667852900)","57210737759; 55776880200; 56707017000; 56884294700; 57667852900","An empirical study of the effects of green Sukuk spur on economic growth, social development, and financial performance in Indonesia","2024","Environment, Development and Sustainability","26","8","","21097","21123","26","6","10.1007/s10668-023-03520-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163778441&doi=10.1007%2fs10668-023-03520-6&partnerID=40&md5=fc4906321096af2096243c4d69188c5d","Article","Final","","Scopus","2-s2.0-85163778441"
"Mejia C.; Kajikawa Y.","Mejia, Cristian (57190980449); Kajikawa, Yuya (7005247495)","57190980449; 7005247495","Estimating scope 3 greenhouse gas emissions through the shareholder network of publicly traded firms","2024","Sustainability Science","19","4","","1409","1425","16","2","10.1007/s11625-023-01460-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185448505&doi=10.1007%2fs11625-023-01460-8&partnerID=40&md5=a079dadb357c5989b06e0914392cab82","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85185448505"
"Lin S.-W.; Lu W.-M.","Lin, Sheng-Wei (57204533059); Lu, Wen-Min (25625212800)","57204533059; 25625212800","Discretionary investment managers evaluation in pension fund: Shared input dynamic network DEA approach","2024","Omega (United Kingdom)","127","","103107","","","","0","10.1016/j.omega.2024.103107","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192486967&doi=10.1016%2fj.omega.2024.103107&partnerID=40&md5=b05a35c7004b2801adfc8cc6414f6d47","Article","Final","","Scopus","2-s2.0-85192486967"
"Sayadi M.H.; Setiawan D.","Sayadi, Muhammad Hamdan (59279286800); Setiawan, Doddy (56028197800)","59279286800; 56028197800","Influence of ownership structure and international operations on web-based environmental disclosure in the Asian mining industry","2024","Sustainable Futures","8","","100275","","","","0","10.1016/j.sftr.2024.100275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201600566&doi=10.1016%2fj.sftr.2024.100275&partnerID=40&md5=2139be4a10dfac1f3578093e7f9009e3","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85201600566"
